# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-CPM
UniRef50_Q8RAC2: Arginine repressor|unclassified	714.433
UniRef50_UPI00035FE18B: N-acetylglutamate synthase	713.81
UniRef50_UPI00035FE18B: N-acetylglutamate synthase|unclassified	713.81
UniRef50_UPI00047AB688: acetylglutamate kinase	711.247
UniRef50_UPI00047AB688: acetylglutamate kinase|unclassified	711.247
UniRef50_Q93JQ8: Argininosuccinate synthase	701.286
UniRef50_Q93JQ8: Argininosuccinate synthase|unclassified	701.286
UniRef50_N7QFC7	699.594
UniRef50_N7QFC7|unclassified	699.594
UniRef50_UPI0003802C7D: hypothetical protein	699.084
UniRef50_UPI0003802C7D: hypothetical protein|unclassified	699.084
UniRef50_Q8TUE8: Acetylornithine aminotransferase	697.328
UniRef50_Q8TUE8: Acetylornithine aminotransferase|unclassified	697.328
UniRef50_W5X6I0: Metallophosphoesterase	696.7
UniRef50_W5X6I0: Metallophosphoesterase|unclassified	696.7
UniRef50_UPI000466C155: argininosuccinate synthase	693.916
UniRef50_UPI000466C155: argininosuccinate synthase|unclassified	693.916
UniRef50_R4M710	693.771
UniRef50_R4M710|unclassified	693.771
UniRef50_A9A8M9: Acetylglutamate kinase	689.726
UniRef50_A9A8M9: Acetylglutamate kinase|unclassified	689.726
UniRef50_Q4E8A9	688.719
UniRef50_Q4E8A9|unclassified	688.719
UniRef50_M7ABH3	687.006
UniRef50_M7ABH3|unclassified	687.006
UniRef50_UPI00046F4D70: arginine biosynthesis protein ArgJ, partial	686.224
UniRef50_UPI00046F4D70: arginine biosynthesis protein ArgJ, partial|unclassified	686.224
UniRef50_Q11QI8: Acetylglutamate kinase	684.554
UniRef50_Q11QI8: Acetylglutamate kinase|unclassified	684.554
UniRef50_Q3DBL1: Membrane protein, putative	684.529
UniRef50_Q3DBL1: Membrane protein, putative|unclassified	684.529
UniRef50_UPI000373E892: hypothetical protein	683.551
UniRef50_UPI000373E892: hypothetical protein|unclassified	683.551
UniRef50_UPI000468F63E: succinyl-diaminopimelate desuccinylase	682.57
UniRef50_UPI000468F63E: succinyl-diaminopimelate desuccinylase|unclassified	682.57
UniRef50_D4SRX1	676.351
UniRef50_D4SRX1|unclassified	676.351
UniRef50_R5K2P3	675.268
UniRef50_R5K2P3|unclassified	675.268
UniRef50_A8AYI7: N-acetyl-gamma-glutamyl-phosphate reductase	674.851
UniRef50_A8AYI7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	674.851
UniRef50_A9ERU2: Ornithine carbamoyltransferase	674.832
UniRef50_A9ERU2: Ornithine carbamoyltransferase|unclassified	674.832
UniRef50_Q3Z629: N-acetyl-gamma-glutamyl-phosphate reductase	674.734
UniRef50_Q3Z629: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	674.734
UniRef50_O67607: Ornithine carbamoyltransferase	666.852
UniRef50_O67607: Ornithine carbamoyltransferase|unclassified	666.852
UniRef50_UPI00037F4E7D: hypothetical protein	662.677
UniRef50_UPI00037F4E7D: hypothetical protein|unclassified	662.677
UniRef50_A8EWG2: Acetylglutamate kinase	660.589
UniRef50_A8EWG2: Acetylglutamate kinase|unclassified	660.589
UniRef50_UPI0003744102: hypothetical protein, partial	658.791
UniRef50_UPI0003744102: hypothetical protein, partial|unclassified	658.791
UniRef50_Q4U185: Putative AraC/XylS family transcription factor (Fragment)	658.562
UniRef50_Q4U185: Putative AraC/XylS family transcription factor (Fragment)|unclassified	658.562
UniRef50_Q9M8M7: Acetylornithine aminotransferase, chloroplastic/mitochondrial	657.214
UniRef50_Q9M8M7: Acetylornithine aminotransferase, chloroplastic/mitochondrial|unclassified	657.214
UniRef50_B0SHK4: Argininosuccinate lyase	655.804
UniRef50_B0SHK4: Argininosuccinate lyase|unclassified	655.804
UniRef50_P59316: Acetylornithine aminotransferase	655.36
UniRef50_P59316: Acetylornithine aminotransferase|unclassified	655.36
UniRef50_R5SFY7: Membrane protein	651.739
UniRef50_R5SFY7: Membrane protein|unclassified	651.739
UniRef50_Q5SJ18: Arginine biosynthesis bifunctional protein ArgJ	650.5
UniRef50_Q5SJ18: Arginine biosynthesis bifunctional protein ArgJ|unclassified	650.5
UniRef50_E6PZX3	648.689
UniRef50_E6PZX3|unclassified	648.689
UniRef50_UPI000373EFCC: hypothetical protein, partial	646.645
UniRef50_UPI000373EFCC: hypothetical protein, partial|unclassified	646.645
UniRef50_J9C897	640.859
UniRef50_J9C897|unclassified	640.859
UniRef50_A8MFI5: Arginine repressor	639.043
UniRef50_A8MFI5: Arginine repressor|unclassified	639.043
UniRef50_UPI000367B6D1: hypothetical protein	636.226
UniRef50_UPI000367B6D1: hypothetical protein|unclassified	636.226
UniRef50_A6TTJ1: Acetylglutamate kinase	633.966
UniRef50_A6TTJ1: Acetylglutamate kinase|unclassified	633.966
UniRef50_A1A1W8: Arginine repressor	632.504
UniRef50_A1A1W8: Arginine repressor|unclassified	632.504
UniRef50_UPI0003800156: hypothetical protein, partial	630.381
UniRef50_UPI0003800156: hypothetical protein, partial|unclassified	630.381
UniRef50_Q4FNF5: Succinyl-diaminopimelate desuccinylase	629.987
UniRef50_Q4FNF5: Succinyl-diaminopimelate desuccinylase|unclassified	629.987
UniRef50_B8D1G6: N-acetyl-gamma-glutamyl-phosphate reductase	626.945
UniRef50_B8D1G6: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	626.945
UniRef50_UPI000288AB0A: succinyl-diaminopimelate desuccinylase	626.717
UniRef50_UPI000288AB0A: succinyl-diaminopimelate desuccinylase|unclassified	626.717
UniRef50_F3T2E2	625.693
UniRef50_F3T2E2|unclassified	625.693
UniRef50_UPI00037F5828: hypothetical protein	623.96
UniRef50_UPI00037F5828: hypothetical protein|unclassified	623.96
UniRef50_B8DU54: N-acetyl-gamma-glutamyl-phosphate reductase	622.59
UniRef50_B8DU54: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	622.59
UniRef50_Q9ZUR7: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic	620.754
UniRef50_Q9ZUR7: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic|unclassified	620.754
UniRef50_UPI0003B4808A: N-acetylglutamate synthase	620.034
UniRef50_UPI0003B4808A: N-acetylglutamate synthase|unclassified	620.034
UniRef50_UPI00047430C2: acetylornithine aminotransferase, partial	618.363
UniRef50_UPI00047430C2: acetylornithine aminotransferase, partial|unclassified	618.363
UniRef50_UPI00025564D8: acetylornithine deacetylase	617.796
UniRef50_UPI00025564D8: acetylornithine deacetylase|unclassified	617.796
UniRef50_UPI000373BA6A: hypothetical protein	616.869
UniRef50_UPI000373BA6A: hypothetical protein|unclassified	616.869
UniRef50_UPI0003814C33: hypothetical protein	614.584
UniRef50_UPI0003814C33: hypothetical protein|unclassified	614.584
UniRef50_Q9CHD5: N-acetyl-gamma-glutamyl-phosphate reductase	614.242
UniRef50_Q9CHD5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	614.242
UniRef50_J3LFG4	613.426
UniRef50_J3LFG4|unclassified	613.426
UniRef50_P24058: Argininosuccinate lyase	613
UniRef50_P24058: Argininosuccinate lyase|unclassified	613
UniRef50_A4IL48: Acetylglutamate kinase	612.006
UniRef50_A4IL48: Acetylglutamate kinase|unclassified	612.006
UniRef50_UPI000373B96F: hypothetical protein, partial	611.385
UniRef50_UPI000373B96F: hypothetical protein, partial|unclassified	611.385
UniRef50_C0QYU9: Acetylglutamate kinase	610.336
UniRef50_C0QYU9: Acetylglutamate kinase|unclassified	610.336
UniRef50_UPI000309C6DF: N-acetyl-gamma-glutamyl-phosphate reductase	609.847
UniRef50_UPI000309C6DF: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	609.847
UniRef50_Q7VRT2: Succinyl-diaminopimelate desuccinylase	606.24
UniRef50_Q7VRT2: Succinyl-diaminopimelate desuccinylase|unclassified	606.24
UniRef50_UPI0003A689A5: hypothetical protein	605.204
UniRef50_UPI0003A689A5: hypothetical protein|unclassified	605.204
UniRef50_Q9RWC7: Arginine repressor	600.223
UniRef50_Q9RWC7: Arginine repressor|unclassified	600.223
UniRef50_T3P488: Peptidase dimerization domain protein (Fragment)	590.709
UniRef50_T3P488: Peptidase dimerization domain protein (Fragment)|unclassified	590.709
UniRef50_UPI00046EEC97: hypothetical protein	587.972
UniRef50_UPI00046EEC97: hypothetical protein|unclassified	587.972
UniRef50_A9RWU0: Predicted protein	585.452
UniRef50_A9RWU0: Predicted protein|unclassified	585.452
UniRef50_UPI000474E8F2: ornithine carbamoyltransferase	584.671
UniRef50_UPI000474E8F2: ornithine carbamoyltransferase|unclassified	584.671
UniRef50_N6V3E0	576.14
UniRef50_N6V3E0|unclassified	576.14
UniRef50_O08321: Acetylornithine aminotransferase	574.812
UniRef50_O08321: Acetylornithine aminotransferase|unclassified	574.812
UniRef50_A1BG26: Acetylglutamate kinase	572.195
UniRef50_A1BG26: Acetylglutamate kinase|unclassified	572.195
UniRef50_UPI0003808E7A: acetyltransferase	570.935
UniRef50_UPI0003808E7A: acetyltransferase|unclassified	570.935
UniRef50_P59315: Acetylornithine aminotransferase	567.159
UniRef50_P59315: Acetylornithine aminotransferase|unclassified	567.159
UniRef50_UPI000346275F: hypothetical protein	563.035
UniRef50_UPI000346275F: hypothetical protein|unclassified	563.035
UniRef50_Q8P8J6: Acetylglutamate kinase	561.818
UniRef50_Q8P8J6: Acetylglutamate kinase|unclassified	561.818
UniRef50_Q8D2S2: Succinyl-diaminopimelate desuccinylase	561.183
UniRef50_Q8D2S2: Succinyl-diaminopimelate desuccinylase|unclassified	561.183
UniRef50_Q9Z4S3: Argininosuccinate lyase	559.137
UniRef50_Q9Z4S3: Argininosuccinate lyase|unclassified	559.137
UniRef50_UPI0003088EAF: hypothetical protein	556.455
UniRef50_UPI0003088EAF: hypothetical protein|unclassified	556.455
UniRef50_UPI00035FBEA7: hypothetical protein, partial	555.333
UniRef50_UPI00035FBEA7: hypothetical protein, partial|unclassified	555.333
UniRef50_UPI0003778248: hypothetical protein	553.69
UniRef50_UPI0003778248: hypothetical protein|unclassified	553.69
UniRef50_B4S0H7: Acetylglutamate kinase	551.039
UniRef50_B4S0H7: Acetylglutamate kinase|unclassified	551.039
UniRef50_Z7MMV5: Putative n-acetyl-gamma-glutamyl-phosphate reductase	550.463
UniRef50_Z7MMV5: Putative n-acetyl-gamma-glutamyl-phosphate reductase|unclassified	550.463
UniRef50_UPI00035C59AE: hypothetical protein	546.955
UniRef50_UPI00035C59AE: hypothetical protein|unclassified	546.955
UniRef50_Q8CP35: N-acetyl-gamma-glutamyl-phosphate reductase	546.655
UniRef50_Q8CP35: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	546.655
UniRef50_UPI0003B57B2A: hypothetical protein	544.379
UniRef50_UPI0003B57B2A: hypothetical protein|unclassified	544.379
UniRef50_UPI000441B034: PREDICTED: argininosuccinate lyase-like isoform X2	543.848
UniRef50_UPI000441B034: PREDICTED: argininosuccinate lyase-like isoform X2|unclassified	543.848
UniRef50_UPI0003B6012F: ornithine carbamoyltransferase	543.411
UniRef50_UPI0003B6012F: ornithine carbamoyltransferase|unclassified	543.411
UniRef50_A6UWL8: N-acetyl-gamma-glutamyl-phosphate reductase	539.9
UniRef50_A6UWL8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	539.9
UniRef50_UPI0003B757CA: hypothetical protein	539.825
UniRef50_UPI0003B757CA: hypothetical protein|unclassified	539.825
UniRef50_Q0AZD9: Arginine repressor	539.454
UniRef50_Q0AZD9: Arginine repressor|unclassified	539.454
UniRef50_J8V991	539.237
UniRef50_J8V991|unclassified	539.237
UniRef50_UPI00047AFED5: succinyl-diaminopimelate desuccinylase	535.981
UniRef50_UPI00047AFED5: succinyl-diaminopimelate desuccinylase|unclassified	535.981
UniRef50_UPI0004120525: N-acetyl-gamma-glutamyl-phosphate reductase	534.669
UniRef50_UPI0004120525: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	534.669
UniRef50_Q8KDE1: Arginine repressor	529.413
UniRef50_Q8KDE1: Arginine repressor|unclassified	529.413
UniRef50_UPI0002D8838E: hypothetical protein	527.141
UniRef50_UPI0002D8838E: hypothetical protein|unclassified	527.141
UniRef50_Q8TUX2: Acetylglutamate kinase	527.085
UniRef50_Q8TUX2: Acetylglutamate kinase|unclassified	527.085
UniRef50_UPI00036947E2: hypothetical protein	524.164
UniRef50_UPI00036947E2: hypothetical protein|unclassified	524.164
UniRef50_UPI000363A6EC: hypothetical protein	515.849
UniRef50_UPI000363A6EC: hypothetical protein|unclassified	515.849
UniRef50_UPI000376CC33: hypothetical protein, partial	514.654
UniRef50_UPI000376CC33: hypothetical protein, partial|unclassified	514.654
UniRef50_X1YBE8	513.085
UniRef50_X1YBE8|unclassified	513.085
UniRef50_B2UKZ6: N-acetyl-gamma-glutamyl-phosphate reductase	507.944
UniRef50_B2UKZ6: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	507.944
UniRef50_UPI00037F94B2: hypothetical protein	503.836
UniRef50_UPI00037F94B2: hypothetical protein|unclassified	503.836
UniRef50_P96136: N-acetyl-gamma-glutamyl-phosphate reductase	501.22
UniRef50_P96136: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	501.22
UniRef50_O26284: Arginine biosynthesis bifunctional protein ArgJ	499.657
UniRef50_O26284: Arginine biosynthesis bifunctional protein ArgJ|unclassified	499.657
UniRef50_UPI000375C3AC: hypothetical protein	498.748
UniRef50_UPI000375C3AC: hypothetical protein|unclassified	498.748
UniRef50_UPI000474199D: acetylglutamate kinase, partial	498.342
UniRef50_UPI000474199D: acetylglutamate kinase, partial|unclassified	498.342
UniRef50_Q7UK64: Argininosuccinate lyase	494.662
UniRef50_Q7UK64: Argininosuccinate lyase|unclassified	494.662
UniRef50_UPI0003B2F391: N-acetylglutamate synthase	494.155
UniRef50_UPI0003B2F391: N-acetylglutamate synthase|unclassified	494.155
UniRef50_Q9PEM7: Acetylglutamate kinase	493.733
UniRef50_Q9PEM7: Acetylglutamate kinase|unclassified	493.733
UniRef50_UPI00029B1C2D: putative aminotransferase, partial	493.466
UniRef50_UPI00029B1C2D: putative aminotransferase, partial|unclassified	493.466
UniRef50_P38021: Ornithine aminotransferase	493.203
UniRef50_P38021: Ornithine aminotransferase|unclassified	493.203
UniRef50_Q8R7B8: N-acetyl-gamma-glutamyl-phosphate reductase	492.265
UniRef50_Q8R7B8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	492.265
UniRef50_O30156: Acetylornithine aminotransferase	491.104
UniRef50_O30156: Acetylornithine aminotransferase|unclassified	491.104
UniRef50_P04424: Argininosuccinate lyase	489.153
UniRef50_P04424: Argininosuccinate lyase|unclassified	489.153
UniRef50_P22768: Argininosuccinate synthase	488.534
UniRef50_P22768: Argininosuccinate synthase|unclassified	488.534
UniRef50_Q85FW5: Acetylglutamate kinase	488.048
UniRef50_Q85FW5: Acetylglutamate kinase|unclassified	488.048
UniRef50_Q7VMS6: Acetylglutamate kinase	485.956
UniRef50_Q7VMS6: Acetylglutamate kinase|unclassified	485.956
UniRef50_UPI000359B324: PREDICTED: argininosuccinate synthase-like	484.175
UniRef50_UPI000359B324: PREDICTED: argininosuccinate synthase-like|unclassified	484.175
UniRef50_W5X4S4: Arginine biosynthesis bifunctional protein ArgJ	483.664
UniRef50_W5X4S4: Arginine biosynthesis bifunctional protein ArgJ|unclassified	483.664
UniRef50_Q46I07: Arginine biosynthesis bifunctional protein ArgJ	483.61
UniRef50_Q46I07: Arginine biosynthesis bifunctional protein ArgJ|unclassified	483.61
UniRef50_UPI0001C37D5C: N-acetyltransferase GCN5	483.284
UniRef50_UPI0001C37D5C: N-acetyltransferase GCN5|unclassified	483.284
UniRef50_UPI0002B456F8: PREDICTED: argininosuccinate synthase-like, partial	483.248
UniRef50_UPI0002B456F8: PREDICTED: argininosuccinate synthase-like, partial|unclassified	483.248
UniRef50_A8F450: Acetylglutamate kinase	477.071
UniRef50_A8F450: Acetylglutamate kinase|unclassified	477.071
UniRef50_W1UW49: M20/DapE family protein YgeY (Fragment)	475.893
UniRef50_W1UW49: M20/DapE family protein YgeY (Fragment)|unclassified	475.893
UniRef50_UPI0001E2C734: N-acetyltransferase GCN5	473.347
UniRef50_UPI0001E2C734: N-acetyltransferase GCN5|unclassified	473.347
UniRef50_Q5HP23: Acetylglutamate kinase	472.829
UniRef50_Q5HP23: Acetylglutamate kinase|unclassified	472.829
UniRef50_Q024T3: Argininosuccinate lyase	472.484
UniRef50_Q024T3: Argininosuccinate lyase|unclassified	472.484
UniRef50_UPI0004748714: arginine repressor	471.932
UniRef50_UPI0004748714: arginine repressor|unclassified	471.932
UniRef50_UPI0004770A35: peptidase M20	471.93
UniRef50_UPI0004770A35: peptidase M20|unclassified	471.93
UniRef50_UPI0004688799: arginine repressor	471.257
UniRef50_UPI0004688799: arginine repressor|unclassified	471.257
UniRef50_UPI00047569F7: hypothetical protein, partial	468.803
UniRef50_UPI00047569F7: hypothetical protein, partial|unclassified	468.803
UniRef50_UPI0002488296: ornithine carbamoyltransferase, partial	467.454
UniRef50_UPI0002488296: ornithine carbamoyltransferase, partial|unclassified	467.454
UniRef50_UPI000225ABF5: succinyl-diaminopimelate desuccinylase	467.373
UniRef50_UPI000225ABF5: succinyl-diaminopimelate desuccinylase|unclassified	467.373
UniRef50_UPI000381D16A: hypothetical protein	465.285
UniRef50_UPI000381D16A: hypothetical protein|unclassified	465.285
UniRef50_UPI0004649CDF: ornithine aminotransferase	460.801
UniRef50_UPI0004649CDF: ornithine aminotransferase|unclassified	460.801
UniRef50_UPI0003C104D0: PREDICTED: ornithine carbamoyltransferase, chloroplastic-like	460.076
UniRef50_UPI0003C104D0: PREDICTED: ornithine carbamoyltransferase, chloroplastic-like|unclassified	460.076
UniRef50_UPI00047AA542: argininosuccinate lyase	459.369
UniRef50_UPI00047AA542: argininosuccinate lyase|unclassified	459.369
UniRef50_Q1IIZ3: Argininosuccinate lyase	458.159
UniRef50_Q1IIZ3: Argininosuccinate lyase|unclassified	458.159
UniRef50_UPI00037DA311: hypothetical protein	457.743
UniRef50_UPI00037DA311: hypothetical protein|unclassified	457.743
UniRef50_S6TBH7	457.21
UniRef50_S6TBH7|unclassified	457.21
UniRef50_F5L6W8: Nucleoside recognition domain-containing protein	456.141
UniRef50_F5L6W8: Nucleoside recognition domain-containing protein|unclassified	456.141
UniRef50_A6VFI9: Arginine biosynthesis bifunctional protein ArgJ	455.981
UniRef50_A6VFI9: Arginine biosynthesis bifunctional protein ArgJ|unclassified	455.981
UniRef50_A6Q7J0: Succinyl-diaminopimelate desuccinylase	453.908
UniRef50_A6Q7J0: Succinyl-diaminopimelate desuccinylase|unclassified	453.908
UniRef50_UPI00024935F5: ion transporter	453.839
UniRef50_UPI00024935F5: ion transporter|unclassified	453.839
UniRef50_UPI000262730C: ornithine carbamoyltransferase	451.619
UniRef50_UPI000262730C: ornithine carbamoyltransferase|unclassified	451.619
UniRef50_Q9RY70: Ornithine carbamoyltransferase	447.881
UniRef50_Q9RY70: Ornithine carbamoyltransferase|unclassified	447.881
UniRef50_UPI00046D0AA7: acetylornithine aminotransferase	446.906
UniRef50_UPI00046D0AA7: acetylornithine aminotransferase|unclassified	446.906
UniRef50_B8GH19: Argininosuccinate lyase	444.253
UniRef50_B8GH19: Argininosuccinate lyase|unclassified	444.253
UniRef50_T0E6M0: Putative membrane protein	442.488
UniRef50_T0E6M0: Putative membrane protein|unclassified	442.488
UniRef50_B8D2I6: Arginine repressor	437.982
UniRef50_B8D2I6: Arginine repressor|unclassified	437.982
UniRef50_Q7SI94: Acetylornithine/acetyl-lysine aminotransferase	437.753
UniRef50_Q7SI94: Acetylornithine/acetyl-lysine aminotransferase|unclassified	437.753
UniRef50_Q05FN6: Argininosuccinate synthase	436.807
UniRef50_Q05FN6: Argininosuccinate synthase|unclassified	436.807
UniRef50_Q7PR38: Argininosuccinate synthase	434.975
UniRef50_Q7PR38: Argininosuccinate synthase|unclassified	434.975
UniRef50_UPI000473FD4A: hypothetical protein, partial	433.83
UniRef50_UPI000473FD4A: hypothetical protein, partial|unclassified	433.83
UniRef50_C0QI21: N-acetyl-gamma-glutamyl-phosphate reductase	433.217
UniRef50_C0QI21: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	433.217
UniRef50_UPI00017465EA: acetylornithine aminotransferase	432.943
UniRef50_UPI00017465EA: acetylornithine aminotransferase|unclassified	432.943
UniRef50_K5WCQ3: Putative membrane protein (Fragment)	432.873
UniRef50_K5WCQ3: Putative membrane protein (Fragment)|unclassified	432.873
UniRef50_UPI00036F92CA: hypothetical protein	432.805
UniRef50_UPI00036F92CA: hypothetical protein|unclassified	432.805
UniRef50_UPI000473DB30: hypothetical protein, partial	426.576
UniRef50_UPI000473DB30: hypothetical protein, partial|unclassified	426.576
UniRef50_UPI000477CEDF: hypothetical protein	425.973
UniRef50_UPI000477CEDF: hypothetical protein|unclassified	425.973
UniRef50_UPI00036034F8: acetylornithine deacetylase, partial	425.573
UniRef50_UPI00036034F8: acetylornithine deacetylase, partial|unclassified	425.573
UniRef50_Q5UZ46: Argininosuccinate synthase	425.194
UniRef50_Q5UZ46: Argininosuccinate synthase|unclassified	425.194
UniRef50_B9E1X0: N-acetyl-gamma-glutamyl-phosphate reductase	424.154
UniRef50_B9E1X0: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	424.154
UniRef50_Q46D93: Acetylglutamate kinase	422.163
UniRef50_Q46D93: Acetylglutamate kinase|unclassified	422.163
UniRef50_UPI00047357A0: N-acetyl-gamma-glutamyl-phosphate reductase, partial	421.307
UniRef50_UPI00047357A0: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	421.307
UniRef50_B6YS18: Acetylglutamate kinase	419.588
UniRef50_B6YS18: Acetylglutamate kinase|unclassified	419.588
UniRef50_Q48296: Ornithine carbamoyltransferase, catabolic	419.379
UniRef50_Q48296: Ornithine carbamoyltransferase, catabolic|unclassified	419.379
UniRef50_UPI00047357A8: hypothetical protein, partial	417.641
UniRef50_UPI00047357A8: hypothetical protein, partial|unclassified	417.641
UniRef50_UPI0004727281: N-acetyl-gamma-glutamyl-phosphate reductase, partial	417.603
UniRef50_UPI0004727281: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	417.603
UniRef50_A7FUT4: Arginine repressor	416.392
UniRef50_A7FUT4: Arginine repressor|unclassified	416.392
UniRef50_UPI0002625B76: acetylglutamate kinase	416.053
UniRef50_UPI0002625B76: acetylglutamate kinase|unclassified	416.053
UniRef50_UPI0003B5BD07: N-acetyl-gamma-glutamyl-phosphate reductase	415.375
UniRef50_UPI0003B5BD07: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	415.375
UniRef50_UPI00042962C9: N-acetyl-gamma-glutamyl-phosphate reductase	415.184
UniRef50_UPI00042962C9: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	415.184
UniRef50_UPI00047CD924: hypothetical protein	414.599
UniRef50_UPI00047CD924: hypothetical protein|unclassified	414.599
UniRef50_UPI00036619EB: hypothetical protein	413.48
UniRef50_UPI00036619EB: hypothetical protein|unclassified	413.48
UniRef50_Q489P5: Acetylglutamate kinase	412.861
UniRef50_Q489P5: Acetylglutamate kinase|unclassified	412.861
UniRef50_P58685: Arginine repressor	410.145
UniRef50_P58685: Arginine repressor|unclassified	410.145
UniRef50_R6FSQ0	405.934
UniRef50_R6FSQ0|unclassified	405.934
UniRef50_UPI0003C14FA3: PREDICTED: protein arg11, mitochondrial-like	405.797
UniRef50_UPI0003C14FA3: PREDICTED: protein arg11, mitochondrial-like|unclassified	405.797
UniRef50_UPI00046E5832: peptidase M20	405.567
UniRef50_UPI00046E5832: peptidase M20|unclassified	405.567
UniRef50_UPI0003EC2681: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	404.573
UniRef50_UPI0003EC2681: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	404.573
UniRef50_Q5GS68: Succinyl-diaminopimelate desuccinylase	403.29
UniRef50_Q5GS68: Succinyl-diaminopimelate desuccinylase|unclassified	403.29
UniRef50_B0TEK0: Arginine repressor	402.957
UniRef50_B0TEK0: Arginine repressor|unclassified	402.957
UniRef50_P43061: Argininosuccinate lyase	401.812
UniRef50_P43061: Argininosuccinate lyase|unclassified	401.812
UniRef50_UPI000382C663: hypothetical protein, partial	400.707
UniRef50_UPI000382C663: hypothetical protein, partial|unclassified	400.707
UniRef50_C5D766: Acetylglutamate kinase	398.205
UniRef50_C5D766: Acetylglutamate kinase|unclassified	398.205
UniRef50_Q4FNK3: Argininosuccinate lyase	397.439
UniRef50_Q4FNK3: Argininosuccinate lyase|unclassified	397.439
UniRef50_Q0W7A4: Argininosuccinate lyase	397.272
UniRef50_Q0W7A4: Argininosuccinate lyase|unclassified	397.272
UniRef50_Q9WW19: Arginine repressor	396.239
UniRef50_Q9WW19: Arginine repressor|unclassified	396.239
UniRef50_UPI000462A5B4: hypothetical protein, partial	395.446
UniRef50_UPI000462A5B4: hypothetical protein, partial|unclassified	395.446
UniRef50_UPI00023B2CAC: PREDICTED: LOW QUALITY PROTEIN: acetylornithine aminotransferase, mitochondrial-like	394.932
UniRef50_UPI00023B2CAC: PREDICTED: LOW QUALITY PROTEIN: acetylornithine aminotransferase, mitochondrial-like|unclassified	394.932
UniRef50_Q7UVL4: N-acetyl-gamma-glutamyl-phosphate reductase	393.616
UniRef50_Q7UVL4: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	393.616
UniRef50_R6V4G7: N-acetyl-gamma-glutamyl-phosphate reductase	392.384
UniRef50_R6V4G7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	392.384
UniRef50_UPI00047B2CE4: hypothetical protein	390.869
UniRef50_UPI00047B2CE4: hypothetical protein|unclassified	390.869
UniRef50_UPI000371FE3C: hypothetical protein	388.892
UniRef50_UPI000371FE3C: hypothetical protein|unclassified	388.892
UniRef50_P84010: Ornithine carbamoyltransferase, mitochondrial	387.924
UniRef50_P84010: Ornithine carbamoyltransferase, mitochondrial|unclassified	387.924
UniRef50_UPI0004701884: hypothetical protein	387.808
UniRef50_UPI0004701884: hypothetical protein|unclassified	387.808
UniRef50_P22675: Argininosuccinate lyase	387.135
UniRef50_P22675: Argininosuccinate lyase|unclassified	387.135
UniRef50_A0A028V702	386.972
UniRef50_A0A028V702|unclassified	386.972
UniRef50_UPI00047527AE: hypothetical protein, partial	384.383
UniRef50_UPI00047527AE: hypothetical protein, partial|unclassified	384.383
UniRef50_Q8DV44: Acetylglutamate kinase	383.49
UniRef50_Q8DV44: Acetylglutamate kinase|unclassified	383.49
UniRef50_UPI0003F93CCB: acetylglutamate kinase	383.083
UniRef50_UPI0003F93CCB: acetylglutamate kinase|unclassified	383.083
UniRef50_UPI0002BE226F: unnamed protein product	382.984
UniRef50_UPI0002BE226F: unnamed protein product|unclassified	382.984
UniRef50_UPI000374C35C: hypothetical protein	379.57
UniRef50_UPI000374C35C: hypothetical protein|unclassified	379.57
UniRef50_UPI0002FAAB54: hypothetical protein	378.573
UniRef50_UPI0002FAAB54: hypothetical protein|unclassified	378.573
UniRef50_A8ILN8	376.89
UniRef50_A8ILN8|unclassified	376.89
UniRef50_X5Y5B1	376.184
UniRef50_X5Y5B1|unclassified	376.184
UniRef50_UPI000423EAC6: acetylglutamate kinase	371.277
UniRef50_UPI000423EAC6: acetylglutamate kinase|unclassified	371.277
UniRef50_O67724: N-acetyl-gamma-glutamyl-phosphate reductase	370.991
UniRef50_O67724: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	370.991
UniRef50_UPI0004735D07: hypothetical protein, partial	370.905
