# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_A4ADW8: Membrane-fusion protein	13.4174712225
UniRef50_A4ADW8: Membrane-fusion protein|unclassified	13.4174712225
UniRef50_UPI0004207512: hypothetical protein	13.3696841715
UniRef50_UPI0004207512: hypothetical protein|unclassified	13.3696841715
UniRef50_UPI00040F3246: hypothetical protein	13.3472237337
UniRef50_UPI00040F3246: hypothetical protein|unclassified	13.3472237337
UniRef50_UPI0003B443C1: RND transporter	13.3359245489
UniRef50_UPI0003B443C1: RND transporter|unclassified	13.3359245489
UniRef50_C5BE53: Cation efflux system protein CusF, putative	13.3211592299
UniRef50_C5BE53: Cation efflux system protein CusF, putative|unclassified	13.3211592299
UniRef50_F2A422: Transcriptional regulator	13.3148433746
UniRef50_F2A422: Transcriptional regulator|unclassified	13.3148433746
UniRef50_A0A014Y6D3: Putative membrane protein (Fragment)	13.3061965550
UniRef50_A0A014Y6D3: Putative membrane protein (Fragment)|unclassified	13.3061965550
UniRef50_J8V9S2	13.2803294903
UniRef50_J8V9S2|unclassified	13.2803294903
UniRef50_UPI00047E6B40: hypothetical protein	13.2700863620
UniRef50_UPI00047E6B40: hypothetical protein|unclassified	13.2700863620
UniRef50_A1BCX2	13.2471282837
UniRef50_A1BCX2|unclassified	13.2471282837
UniRef50_UPI0004636EFC: hypothetical protein, partial	13.2176685279
UniRef50_UPI0004636EFC: hypothetical protein, partial|unclassified	13.2176685279
UniRef50_UPI0003B569F9: transporter	13.2134839664
UniRef50_UPI0003B569F9: transporter|unclassified	13.2134839664
UniRef50_UPI000237573B: RND transporter	13.1985830394
UniRef50_UPI000237573B: RND transporter|unclassified	13.1985830394
UniRef50_UPI0003B57CC4: MerR family transcriptional regulator	13.1928272356
UniRef50_UPI0003B57CC4: MerR family transcriptional regulator|unclassified	13.1928272356
UniRef50_J1KVB2	13.1841948107
UniRef50_J1KVB2|unclassified	13.1841948107
UniRef50_U7NU04	13.1831111663
UniRef50_U7NU04|unclassified	13.1831111663
UniRef50_UPI00035DC324: hypothetical protein	13.1829798109
UniRef50_UPI00035DC324: hypothetical protein|unclassified	13.1829798109
UniRef50_UPI00039B4B01: hypothetical protein	13.1796024715
UniRef50_UPI00039B4B01: hypothetical protein|unclassified	13.1796024715
UniRef50_UPI000466A3A7: hypothetical protein	13.1693918437
UniRef50_UPI000466A3A7: hypothetical protein|unclassified	13.1693918437
UniRef50_F0GGU7	13.1662855138
UniRef50_F0GGU7|unclassified	13.1662855138
UniRef50_UPI0001E896F1: ATPase	13.1632830490
UniRef50_UPI0001E896F1: ATPase|unclassified	13.1632830490
UniRef50_T1XGY8: Putative transcriptional regulator, XRE family	13.1422089975
UniRef50_T1XGY8: Putative transcriptional regulator, XRE family|unclassified	13.1422089975
UniRef50_A5MPP4	13.1268794119
UniRef50_A5MPP4|unclassified	13.1268794119
UniRef50_UPI00035CE156: hypothetical protein	13.1259354541
UniRef50_UPI00035CE156: hypothetical protein|unclassified	13.1259354541
UniRef50_UPI00035D258B: hypothetical protein	13.0944683875
UniRef50_UPI00035D258B: hypothetical protein|unclassified	13.0944683875
UniRef50_A0A009MA35: Outer membrane domain protein	13.0836199084
UniRef50_A0A009MA35: Outer membrane domain protein|unclassified	13.0836199084
UniRef50_R9CFI4: Putative transcriptional regulator (Fragment)	13.0812603363
UniRef50_R9CFI4: Putative transcriptional regulator (Fragment)|unclassified	13.0812603363
UniRef50_A8I778	13.0786302457
UniRef50_A8I778|unclassified	13.0786302457
UniRef50_M5BBM0	13.0761298718
UniRef50_M5BBM0|unclassified	13.0761298718
UniRef50_UPI00046EEFCE: hypothetical protein	13.0501788073
UniRef50_UPI00046EEFCE: hypothetical protein|unclassified	13.0501788073
UniRef50_UPI0004631655: MerR family transcriptional regulator	13.0277612699
UniRef50_UPI0004631655: MerR family transcriptional regulator|unclassified	13.0277612699
UniRef50_E4S7E2: Secretion protein HlyD family protein	13.0240152849
UniRef50_E4S7E2: Secretion protein HlyD family protein|unclassified	13.0240152849
UniRef50_UPI000474AE63: MerR family transcriptional regulator	13.0212315546
UniRef50_UPI000474AE63: MerR family transcriptional regulator|unclassified	13.0212315546
UniRef50_UPI00036C8595: hypothetical protein	13.0100105214
UniRef50_UPI00036C8595: hypothetical protein|unclassified	13.0100105214
UniRef50_UPI000363AA81: hypothetical protein	13.0075272094
UniRef50_UPI000363AA81: hypothetical protein|unclassified	13.0075272094
UniRef50_B3JQ36	13.0025746718
UniRef50_B3JQ36|unclassified	13.0025746718
UniRef50_UPI00036C8A51: hypothetical protein	12.9945394809
UniRef50_UPI00036C8A51: hypothetical protein|unclassified	12.9945394809
UniRef50_UPI00036BFD73: hypothetical protein	12.9919433079
UniRef50_UPI00036BFD73: hypothetical protein|unclassified	12.9919433079
UniRef50_A1T4G3: Beta-lactamase domain protein	12.9891834198
UniRef50_A1T4G3: Beta-lactamase domain protein|unclassified	12.9891834198
UniRef50_UPI00036C0CCA: hypothetical protein	12.9761781562
UniRef50_UPI00036C0CCA: hypothetical protein|unclassified	12.9761781562
UniRef50_A3I369: Metallo-beta-lactamase family protein	12.9747917636
UniRef50_A3I369: Metallo-beta-lactamase family protein|unclassified	12.9747917636
UniRef50_D3PXC4: FAD dependent oxidoreductase	12.9690574377
UniRef50_D3PXC4: FAD dependent oxidoreductase|unclassified	12.9690574377
UniRef50_UPI000371C6C1: hypothetical protein	12.9514708081
UniRef50_UPI000371C6C1: hypothetical protein|unclassified	12.9514708081
UniRef50_R7E603	12.9483741200
UniRef50_R7E603|unclassified	12.9483741200
UniRef50_UPI00047E033F: multidrug transporter	12.9113561219
UniRef50_UPI00047E033F: multidrug transporter|unclassified	12.9113561219
UniRef50_UPI0003B5EEA9: permease	12.8961165016
UniRef50_UPI0003B5EEA9: permease|unclassified	12.8961165016
UniRef50_G2NC63	12.8924043981
UniRef50_G2NC63|unclassified	12.8924043981
UniRef50_A1S4A2: Permease of the major facilitator superfamily	12.8817895540
UniRef50_A1S4A2: Permease of the major facilitator superfamily|unclassified	12.8817895540
UniRef50_O30047	12.8651919173
UniRef50_O30047|unclassified	12.8651919173
UniRef50_D7VNZ8	12.8579449366
UniRef50_D7VNZ8|unclassified	12.8579449366
UniRef50_UPI000475028A: hypothetical protein, partial	12.8464079583
UniRef50_UPI000475028A: hypothetical protein, partial|unclassified	12.8464079583
UniRef50_UPI0003B6C0E2: ATPase	12.8443214088
UniRef50_UPI0003B6C0E2: ATPase|unclassified	12.8443214088
UniRef50_UPI00035C1F0F: PhoB family transcriptional regulator	12.8440075990
UniRef50_UPI00035C1F0F: PhoB family transcriptional regulator|unclassified	12.8440075990
UniRef50_K1TMC8	12.8289473684
UniRef50_K1TMC8|unclassified	12.8289473684
UniRef50_UPI000478D11D: hypothetical protein	12.8245612457
UniRef50_UPI000478D11D: hypothetical protein|unclassified	12.8245612457
UniRef50_UPI000364FC87: hypothetical protein	12.7817222340
UniRef50_UPI000364FC87: hypothetical protein|unclassified	12.7817222340
UniRef50_UPI000369619E: hypothetical protein	12.7812661709
UniRef50_UPI000369619E: hypothetical protein|unclassified	12.7812661709
UniRef50_UPI00025580BB: metal transporter	12.7787806877
UniRef50_UPI00025580BB: metal transporter|unclassified	12.7787806877
UniRef50_UPI00034881AC: hypothetical protein	12.7042882194
UniRef50_UPI00034881AC: hypothetical protein|unclassified	12.7042882194
UniRef50_T1ALB4: Acriflavin resistance protein (Fragment)	12.6877226280
UniRef50_T1ALB4: Acriflavin resistance protein (Fragment)|unclassified	12.6877226280
UniRef50_UPI0000E0E9FB: membrane protein	12.6764731451
UniRef50_UPI0000E0E9FB: membrane protein|unclassified	12.6764731451
UniRef50_UPI000477EBB1: hypothetical protein	12.6650997593
UniRef50_UPI000477EBB1: hypothetical protein|unclassified	12.6650997593
UniRef50_UPI0004766097: transporter	12.6633261208
UniRef50_UPI0004766097: transporter|unclassified	12.6633261208
UniRef50_UPI00047A6FF5: hypothetical protein	12.6603020523
UniRef50_UPI00047A6FF5: hypothetical protein|unclassified	12.6603020523
UniRef50_UPI0001745E85: efflux transporter, RND family, MFP subunit	12.6474293580
UniRef50_UPI0001745E85: efflux transporter, RND family, MFP subunit|unclassified	12.6474293580
UniRef50_UPI0001D2EF5E: RND transporter	12.6394290861
UniRef50_UPI0001D2EF5E: RND transporter|unclassified	12.6394290861
UniRef50_UPI00047D15B8: hypothetical protein	12.6023826890
UniRef50_UPI00047D15B8: hypothetical protein|unclassified	12.6023826890
UniRef50_S5B4Q4: RND efflux system protein MFP subunit	12.5979315340
UniRef50_S5B4Q4: RND efflux system protein MFP subunit|unclassified	12.5979315340
UniRef50_S5T912: Membrane-fusion protein	12.5967060320
UniRef50_S5T912: Membrane-fusion protein|unclassified	12.5967060320
UniRef50_UPI0003B48047: hypothetical protein	12.5879906989
UniRef50_UPI0003B48047: hypothetical protein|unclassified	12.5879906989
UniRef50_UPI0003789AC6: hypothetical protein	12.5514874309
UniRef50_UPI0003789AC6: hypothetical protein|unclassified	12.5514874309
UniRef50_UPI000288CCB4: hypothetical protein, partial	12.5442697577
UniRef50_UPI000288CCB4: hypothetical protein, partial|unclassified	12.5442697577
UniRef50_N8SY79	12.5300885219
UniRef50_N8SY79|unclassified	12.5300885219
UniRef50_R6J045: Membrane-fusion protein-like protein	12.5202448345
UniRef50_R6J045: Membrane-fusion protein-like protein|unclassified	12.5202448345
UniRef50_A0A059FWS1	12.5154850002
UniRef50_A0A059FWS1|unclassified	12.5154850002
UniRef50_UPI00037BBDEA: hypothetical protein, partial	12.4865653728
UniRef50_UPI00037BBDEA: hypothetical protein, partial|unclassified	12.4865653728
UniRef50_A6TMX3: Efflux transporter, RND family, MFP subunit	12.4818439696
UniRef50_A6TMX3: Efflux transporter, RND family, MFP subunit|unclassified	12.4818439696
UniRef50_W0Z4I1: Cation efflux system protein	12.4713038289
UniRef50_W0Z4I1: Cation efflux system protein|unclassified	12.4713038289
UniRef50_V4P7E0	12.4601815640
UniRef50_V4P7E0|unclassified	12.4601815640
UniRef50_A8GZH7	12.4432260104
UniRef50_A8GZH7|unclassified	12.4432260104
UniRef50_UPI0003627A5D: hypothetical protein	12.4423098248
UniRef50_UPI0003627A5D: hypothetical protein|unclassified	12.4423098248
UniRef50_E6RIB4	12.4391246219
UniRef50_E6RIB4|unclassified	12.4391246219
UniRef50_B8GZE8: Cobalt-zinc-cadmium resistance protein czcB	12.4306026076
UniRef50_B8GZE8: Cobalt-zinc-cadmium resistance protein czcB|unclassified	12.4306026076
UniRef50_UPI0001C379C3: cadmium-translocating P-type ATPase	12.4300949344
UniRef50_UPI0001C379C3: cadmium-translocating P-type ATPase|unclassified	12.4300949344
UniRef50_UPI000462EA0A: hypothetical protein	12.4242919931
UniRef50_UPI000462EA0A: hypothetical protein|unclassified	12.4242919931
UniRef50_S7VTW9: Macrolide-specific efflux protein MacA	12.4131723511
UniRef50_S7VTW9: Macrolide-specific efflux protein MacA|unclassified	12.4131723511
UniRef50_M3HSC9: HlyD family secretion protein	12.4107230779
UniRef50_M3HSC9: HlyD family secretion protein|unclassified	12.4107230779
UniRef50_G8TL47: Beta-lactamase domain protein	12.4010311189
UniRef50_G8TL47: Beta-lactamase domain protein|unclassified	12.4010311189
UniRef50_A0M111	12.3865913228
UniRef50_A0M111|unclassified	12.3865913228
UniRef50_A6EJ36	12.3675724200
UniRef50_A6EJ36|unclassified	12.3675724200
UniRef50_UPI00035FC2F7: hypothetical protein	12.3197979589
UniRef50_UPI00035FC2F7: hypothetical protein|unclassified	12.3197979589
UniRef50_Q3AIZ9: Putative cation efflux transporter (CDF family)	12.2814948764
UniRef50_Q3AIZ9: Putative cation efflux transporter (CDF family)|unclassified	12.2814948764
UniRef50_UPI00047375C6: XRE family transcriptional regulator, partial	12.2499116121
UniRef50_UPI00047375C6: XRE family transcriptional regulator, partial|unclassified	12.2499116121
UniRef50_K6BYD5: Putative lipoprotein (Fragment)	12.2444288716
UniRef50_K6BYD5: Putative lipoprotein (Fragment)|unclassified	12.2444288716
UniRef50_UPI0004687C13: hypothetical protein, partial	12.2059607993
UniRef50_UPI0004687C13: hypothetical protein, partial|unclassified	12.2059607993
UniRef50_K0C6S0: Biotin/lipoyl attachment domain-containing protein	12.2001506685
UniRef50_K0C6S0: Biotin/lipoyl attachment domain-containing protein|unclassified	12.2001506685
UniRef50_UPI0004708F7B: permease	12.1897703457
UniRef50_UPI0004708F7B: permease|unclassified	12.1897703457
UniRef50_B3PFX7: Possible RND divalent metal cation efflux membrane fusion protein CzcB	12.1465863838
UniRef50_B3PFX7: Possible RND divalent metal cation efflux membrane fusion protein CzcB|unclassified	12.1465863838
UniRef50_UPI0001BC97DC: acetyltransferase, partial	12.1387975153
UniRef50_UPI0001BC97DC: acetyltransferase, partial|unclassified	12.1387975153
UniRef50_UPI00036A1685: hypothetical protein	12.1264355474
UniRef50_UPI00036A1685: hypothetical protein|unclassified	12.1264355474
UniRef50_UPI0003820A9F: hypothetical protein	12.1212121212
UniRef50_UPI0003820A9F: hypothetical protein|unclassified	12.1212121212
UniRef50_UPI00035F6347: hypothetical protein	12.1136847055
UniRef50_UPI00035F6347: hypothetical protein|unclassified	12.1136847055
UniRef50_UPI0003B46F2A: ArsR family transcriptional regulator	12.1104690849
UniRef50_UPI0003B46F2A: ArsR family transcriptional regulator|unclassified	12.1104690849
UniRef50_UPI0003B36B16: hypothetical protein	12.1067950204
UniRef50_UPI0003B36B16: hypothetical protein|unclassified	12.1067950204
UniRef50_UPI00037BCB94: hypothetical protein	12.1004977941
UniRef50_UPI00037BCB94: hypothetical protein|unclassified	12.1004977941
UniRef50_C6WWU0	12.0833538275
UniRef50_C6WWU0|unclassified	12.0833538275
UniRef50_H1XU84: Beta-lactamase domain protein	12.0827364931
UniRef50_H1XU84: Beta-lactamase domain protein|unclassified	12.0827364931
UniRef50_UPI000348C0C3: hemolysin D	12.0810873582
UniRef50_UPI000348C0C3: hemolysin D|unclassified	12.0810873582
UniRef50_UPI0004698179: hypothetical protein	12.0781130039
UniRef50_UPI0004698179: hypothetical protein|unclassified	12.0781130039
UniRef50_UPI00036B474F: hypothetical protein, partial	12.0675948049
UniRef50_UPI00036B474F: hypothetical protein, partial|unclassified	12.0675948049
UniRef50_F5JAG5	12.0638102181
UniRef50_F5JAG5|unclassified	12.0638102181
UniRef50_H0UI02: Membrane-fusion domain protein	12.0016551270
UniRef50_H0UI02: Membrane-fusion domain protein|unclassified	12.0016551270
UniRef50_UPI0002F5D75B: hypothetical protein	11.9983995668
UniRef50_UPI0002F5D75B: hypothetical protein|unclassified	11.9983995668
UniRef50_B0SAW4	11.9944835643
UniRef50_B0SAW4|unclassified	11.9944835643
UniRef50_E0TI16: Cation efflux system protein, putative	11.9895215005
UniRef50_E0TI16: Cation efflux system protein, putative|unclassified	11.9895215005
UniRef50_G9AFT5	11.9453165579
UniRef50_G9AFT5|unclassified	11.9453165579
UniRef50_Q01NE7: Beta-lactamase domain protein	11.9452844222
UniRef50_Q01NE7: Beta-lactamase domain protein|unclassified	11.9452844222
UniRef50_J1GSD0	11.9435108056
UniRef50_J1GSD0|unclassified	11.9435108056
UniRef50_UPI000361F77B: hypothetical protein	11.9110201178
UniRef50_UPI000361F77B: hypothetical protein|unclassified	11.9110201178
UniRef50_UPI00046F771E: transcriptional regulator	11.8454766129
UniRef50_UPI00046F771E: transcriptional regulator|unclassified	11.8454766129
UniRef50_R0FB25: Secretion protein HlyD (Fragment)	11.8336870977
UniRef50_R0FB25: Secretion protein HlyD (Fragment)|unclassified	11.8336870977
UniRef50_UPI0003B60DD0: trans-aconitate 2-methyltransferase	11.8234608302
UniRef50_UPI0003B60DD0: trans-aconitate 2-methyltransferase|unclassified	11.8234608302
UniRef50_A0A011P9X8	11.8232198307
UniRef50_A0A011P9X8|unclassified	11.8232198307
UniRef50_A4YVV7	11.8026639566
UniRef50_A4YVV7|unclassified	11.8026639566
UniRef50_UPI000474DDA6: hypothetical protein, partial	11.7821373894
UniRef50_UPI000474DDA6: hypothetical protein, partial|unclassified	11.7821373894
UniRef50_G6WXB6: Cation transport ATPase (Fragment)	11.7569050938
UniRef50_G6WXB6: Cation transport ATPase (Fragment)|unclassified	11.7569050938
UniRef50_Q2RJB3	11.7561080608
UniRef50_Q2RJB3|unclassified	11.7561080608
UniRef50_UPI000472EAFE: secretion protein	11.7435202419
UniRef50_UPI000472EAFE: secretion protein|unclassified	11.7435202419
UniRef50_UPI00016A5AAA: hypothetical protein, partial	11.7375402438
UniRef50_UPI00016A5AAA: hypothetical protein, partial|unclassified	11.7375402438
UniRef50_UPI000420BE3A: MerR family transcriptional regulator	11.7365275592
UniRef50_UPI000420BE3A: MerR family transcriptional regulator|unclassified	11.7365275592
UniRef50_UPI0003B610B1: hypothetical protein	11.7303188732
UniRef50_UPI0003B610B1: hypothetical protein|unclassified	11.7303188732
UniRef50_R5KIU5	11.7262176266
UniRef50_R5KIU5|unclassified	11.7262176266
UniRef50_D2T663	11.7073866168
UniRef50_D2T663|unclassified	11.7073866168
UniRef50_UPI00047CB36B: transporter	11.6779382192
UniRef50_UPI00047CB36B: transporter|unclassified	11.6779382192
UniRef50_UPI00037D1468: hypothetical protein	11.6762341589
UniRef50_UPI00037D1468: hypothetical protein|unclassified	11.6762341589
UniRef50_UPI00047E912B: hypothetical protein	11.6753080553
UniRef50_UPI00047E912B: hypothetical protein|unclassified	11.6753080553
UniRef50_UPI0002E2110D: hypothetical protein	11.6551097397
UniRef50_UPI0002E2110D: hypothetical protein|unclassified	11.6551097397
UniRef50_UPI0003B431A9: MerR family transcriptional regulator	11.6546445220
UniRef50_UPI0003B431A9: MerR family transcriptional regulator|unclassified	11.6546445220
UniRef50_UPI0003C13299	11.6329194611
UniRef50_UPI0003C13299|unclassified	11.6329194611
UniRef50_UPI00047DF33C: RND transporter	11.6258347600
UniRef50_UPI00047DF33C: RND transporter|unclassified	11.6258347600
UniRef50_UPI00016C49D9: histidine kinase	11.6152047608
UniRef50_UPI00016C49D9: histidine kinase|unclassified	11.6152047608
UniRef50_UPI00026257C4: hypothetical protein	11.6023116517
UniRef50_UPI00026257C4: hypothetical protein|unclassified	11.6023116517
UniRef50_M6LYA8	11.5989944182
UniRef50_M6LYA8|unclassified	11.5989944182
UniRef50_D8I320: Beta-lactamase class B	11.5901736731
UniRef50_D8I320: Beta-lactamase class B|unclassified	11.5901736731
UniRef50_UPI00038211F1: hypothetical protein	11.5871534583
UniRef50_UPI00038211F1: hypothetical protein|unclassified	11.5871534583
UniRef50_C3BU54: Efflux transporter, RND family, MFP subunit	11.5760871198
UniRef50_C3BU54: Efflux transporter, RND family, MFP subunit|unclassified	11.5760871198
UniRef50_F4C6Z5: Efflux transporter, RND family, MFP subunit	11.5419877241
UniRef50_F4C6Z5: Efflux transporter, RND family, MFP subunit|unclassified	11.5419877241
UniRef50_UPI0004040E8F: RND transporter	11.5293032128
UniRef50_UPI0004040E8F: RND transporter|unclassified	11.5293032128
UniRef50_A0A024ELD4	11.5115001788
UniRef50_A0A024ELD4|unclassified	11.5115001788
UniRef50_F2G5J1	11.5021833835
UniRef50_F2G5J1|unclassified	11.5021833835
UniRef50_UPI00047189DB: hemolysin D	11.4890630826
UniRef50_UPI00047189DB: hemolysin D|unclassified	11.4890630826
UniRef50_M5DSG4: RND family efflux transporter MFP subunit	11.4851838082
UniRef50_M5DSG4: RND family efflux transporter MFP subunit|unclassified	11.4851838082
UniRef50_F0KNK6: Beta-lactamase domain protein	11.4730985336
UniRef50_F0KNK6: Beta-lactamase domain protein|unclassified	11.4730985336
UniRef50_A9IF08	11.4505556866
UniRef50_A9IF08|unclassified	11.4505556866
UniRef50_UPI0003B74E02: membrane protein	11.4428779439
UniRef50_UPI0003B74E02: membrane protein|unclassified	11.4428779439
UniRef50_B8HLF3	11.4301966227
UniRef50_B8HLF3|unclassified	11.4301966227
UniRef50_A0A034TVH9: Probable Co/Zn/Cd efflux system membrane fusion protein	11.4249085887
UniRef50_A0A034TVH9: Probable Co/Zn/Cd efflux system membrane fusion protein|unclassified	11.4249085887
UniRef50_F0LQN4: Permease of the major facilitator superfamily	11.4203412549
UniRef50_F0LQN4: Permease of the major facilitator superfamily|unclassified	11.4203412549
UniRef50_UPI000361F863: hypothetical protein	11.4182988186
UniRef50_UPI000361F863: hypothetical protein|unclassified	11.4182988186
UniRef50_UPI0003706A3E: acetyltransferase	11.4167427455
UniRef50_UPI0003706A3E: acetyltransferase|unclassified	11.4167427455
UniRef50_UPI0003057664: hypothetical protein	11.3839853073
UniRef50_UPI0003057664: hypothetical protein|unclassified	11.3839853073
UniRef50_UPI00036C0E99: hypothetical protein	11.3798155954
UniRef50_UPI00036C0E99: hypothetical protein|unclassified	11.3798155954
UniRef50_UPI0003650181: hypothetical protein	11.3680564827
UniRef50_UPI0003650181: hypothetical protein|unclassified	11.3680564827
UniRef50_R5NRU8	11.3636363636
UniRef50_R5NRU8|unclassified	11.3636363636
UniRef50_C1DUI2: Cation efflux system	11.3614320512
UniRef50_C1DUI2: Cation efflux system|unclassified	11.3614320512
UniRef50_UPI000470649F: MerR family transcriptional regulator	11.3468495678
UniRef50_UPI000470649F: MerR family transcriptional regulator|unclassified	11.3468495678
UniRef50_UPI0002EB8C99: hypothetical protein	11.3396035251
UniRef50_UPI0002EB8C99: hypothetical protein|unclassified	11.3396035251
UniRef50_W1Y3S6: Membrane protein (Fragment)	11.3337186156
UniRef50_W1Y3S6: Membrane protein (Fragment)|unclassified	11.3337186156
UniRef50_UPI0003FF89A2: hypothetical protein	11.3288525596
UniRef50_UPI0003FF89A2: hypothetical protein|unclassified	11.3288525596
UniRef50_W1K228	11.3215111597
UniRef50_W1K228|unclassified	11.3215111597
UniRef50_D6GTX2: Efflux transporter, RND family, MFP subunit	11.3130175752
UniRef50_D6GTX2: Efflux transporter, RND family, MFP subunit|unclassified	11.3130175752
UniRef50_UPI0003B334C2: metallo-beta-lactamase	11.3048842907
UniRef50_UPI0003B334C2: metallo-beta-lactamase|unclassified	11.3048842907
UniRef50_UPI00036464E4: hypothetical protein	11.2946893807
UniRef50_UPI00036464E4: hypothetical protein|unclassified	11.2946893807
UniRef50_O24496: Hydroxyacylglutathione hydrolase cytoplasmic	11.2913857390
UniRef50_O24496: Hydroxyacylglutathione hydrolase cytoplasmic|unclassified	11.2913857390
UniRef50_C0N444: Efflux transporter, RND family, MFP subunit	11.2774981830
UniRef50_C0N444: Efflux transporter, RND family, MFP subunit|unclassified	11.2774981830
UniRef50_G0EJC6: Beta-lactamase domain protein	11.2486070172
UniRef50_G0EJC6: Beta-lactamase domain protein|unclassified	11.2486070172
UniRef50_UPI00035E5B48: hypothetical protein, partial	11.2438289936
UniRef50_UPI00035E5B48: hypothetical protein, partial|unclassified	11.2438289936
UniRef50_S5ARL7: Cation efflux protein	11.2323062449
UniRef50_S5ARL7: Cation efflux protein|unclassified	11.2323062449
UniRef50_A4CGV8	11.2265709024
UniRef50_A4CGV8|unclassified	11.2265709024
UniRef50_UPI00047B15A1: hemolysin D	11.2252375929
UniRef50_UPI00047B15A1: hemolysin D|unclassified	11.2252375929
UniRef50_UPI000476DCBC: ATPase	11.2241527483
UniRef50_UPI000476DCBC: ATPase|unclassified	11.2241527483
UniRef50_UPI00028897A9: RND transporter	11.2196722792
UniRef50_UPI00028897A9: RND transporter|unclassified	11.2196722792
UniRef50_UPI0003819D6D: hypothetical protein	11.2113090827
UniRef50_UPI0003819D6D: hypothetical protein|unclassified	11.2113090827
UniRef50_UPI000369D429: hypothetical protein	11.2084792343
UniRef50_UPI000369D429: hypothetical protein|unclassified	11.2084792343
UniRef50_W0QN14: Transcriptional regulator, MerR	11.2028203908
UniRef50_W0QN14: Transcriptional regulator, MerR|unclassified	11.2028203908
UniRef50_UPI000375495B: hypothetical protein	11.2016172184
UniRef50_UPI000375495B: hypothetical protein|unclassified	11.2016172184
UniRef50_UPI00037E72DF: hypothetical protein	11.1992999979
UniRef50_UPI00037E72DF: hypothetical protein|unclassified	11.1992999979
UniRef50_UPI0002375E2E: secretion protein HlyD	11.1929209043
UniRef50_UPI0002375E2E: secretion protein HlyD|unclassified	11.1929209043
UniRef50_F5T0V9: Membrane-fusion protein	11.1906078130
UniRef50_F5T0V9: Membrane-fusion protein|unclassified	11.1906078130
UniRef50_UPI0004787E08: hypothetical protein	11.1898651691
UniRef50_UPI0004787E08: hypothetical protein|unclassified	11.1898651691
UniRef50_UPI0002493917: transcriptional regulator, partial	11.1878959705
UniRef50_UPI0002493917: transcriptional regulator, partial|unclassified	11.1878959705
UniRef50_UPI000475FF51: multidrug transporter	11.1819572895
UniRef50_UPI000475FF51: multidrug transporter|unclassified	11.1819572895
UniRef50_A6TX89: Efflux transporter, RND family, MFP subunit	11.1754944124
UniRef50_A6TX89: Efflux transporter, RND family, MFP subunit|unclassified	11.1754944124
UniRef50_U5G3L3	11.1711359707
UniRef50_U5G3L3|unclassified	11.1711359707
UniRef50_L1L263	11.1647725473
UniRef50_L1L263|unclassified	11.1647725473
UniRef50_UPI000467F1CD: hypothetical protein, partial	11.1526284580
UniRef50_UPI000467F1CD: hypothetical protein, partial|unclassified	11.1526284580
UniRef50_F9HFN8: Conserved domain protein	11.1525318422
UniRef50_F9HFN8: Conserved domain protein|unclassified	11.1525318422
UniRef50_V6F1T8	11.1414449145
UniRef50_V6F1T8|unclassified	11.1414449145
UniRef50_UPI000237A69E: DNA-binding protein, putative	11.1339775265
UniRef50_UPI000237A69E: DNA-binding protein, putative|unclassified	11.1339775265
UniRef50_D5HB20: Metallo-beta-lactamase family protein	11.1264657406
UniRef50_D5HB20: Metallo-beta-lactamase family protein|unclassified	11.1264657406
UniRef50_W1XQ07: Efflux transporter, RND family, MFP subunit (Fragment)	11.1253921528
UniRef50_W1XQ07: Efflux transporter, RND family, MFP subunit (Fragment)|unclassified	11.1253921528
UniRef50_E0TIK4: Secretion protein HlyD	11.1209224894
UniRef50_E0TIK4: Secretion protein HlyD|unclassified	11.1209224894
UniRef50_UPI00034B65C1: transcriptional regulator	11.1182950759
UniRef50_UPI00034B65C1: transcriptional regulator|unclassified	11.1182950759
UniRef50_UPI00037CB108: hypothetical protein	11.1127372364
UniRef50_UPI00037CB108: hypothetical protein|unclassified	11.1127372364
UniRef50_UPI00037F5A09: hypothetical protein	11.1069207493
UniRef50_UPI00037F5A09: hypothetical protein|unclassified	11.1069207493
UniRef50_S3LA52: Multidrug efflux system subunit MdtA (Fragment)	11.0888448591
UniRef50_S3LA52: Multidrug efflux system subunit MdtA (Fragment)|unclassified	11.0888448591
UniRef50_R5Y0Z3	11.0830591989
UniRef50_R5Y0Z3|unclassified	11.0830591989
UniRef50_UPI000237AA49: hypothetical protein	11.0809719098
UniRef50_UPI000237AA49: hypothetical protein|unclassified	11.0809719098
UniRef50_I8RG36: Efflux transporter, RND family, MFP subunit (Fragment)	11.0736222579
UniRef50_I8RG36: Efflux transporter, RND family, MFP subunit (Fragment)|unclassified	11.0736222579
UniRef50_D7GDS4: Beta-lactamase-like	11.0629629676
UniRef50_D7GDS4: Beta-lactamase-like|unclassified	11.0629629676
UniRef50_UPI0001850F2C: hypothetical protein	11.0535245833
UniRef50_UPI0001850F2C: hypothetical protein|unclassified	11.0535245833
UniRef50_U2ZUS5	11.0497133647
UniRef50_U2ZUS5|unclassified	11.0497133647
UniRef50_R5PKY2	11.0424213019
UniRef50_R5PKY2|unclassified	11.0424213019
UniRef50_UPI0001850EF0: resistance-nodulation-cell division acriflavin:proton (H+) antiporter	11.0409870526
UniRef50_UPI0001850EF0: resistance-nodulation-cell division acriflavin:proton (H+) antiporter|unclassified	11.0409870526
UniRef50_Q465E3	11.0399023543
UniRef50_Q465E3|unclassified	11.0399023543
