# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_R6VW90|unclassified	84.1814
UniRef50_A7NFP5: Transcriptional regulator, TrmB	83.8066
UniRef50_A7NFP5: Transcriptional regulator, TrmB|unclassified	83.8066
UniRef50_UPI00046A24E4: multidrug transporter	83.7949
UniRef50_UPI00046A24E4: multidrug transporter|unclassified	83.7949
UniRef50_R4ZW12: Transcriptional regulator, MerR family	83.6644
UniRef50_R4ZW12: Transcriptional regulator, MerR family|unclassified	83.6644
UniRef50_UPI00034BA382: hypothetical protein	83.5955
UniRef50_UPI00034BA382: hypothetical protein|unclassified	83.5955
UniRef50_W7WKK9: Membrane fusion protein cluster 2 protein	83.5597
UniRef50_W7WKK9: Membrane fusion protein cluster 2 protein|unclassified	83.5597
UniRef50_UPI0002895082: hypothetical protein	83.5254
UniRef50_UPI0002895082: hypothetical protein|unclassified	83.5254
UniRef50_UPI0003831815: hypothetical protein	83.4433
UniRef50_UPI0003831815: hypothetical protein|unclassified	83.4433
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase	83.3522
UniRef50_Q9ZL53: Cadmium, zinc and cobalt-transporting ATPase|unclassified	83.3522
UniRef50_UPI00046F07AF: RND transporter	83.3269
UniRef50_UPI00046F07AF: RND transporter|unclassified	83.3269
UniRef50_UPI00029A6038: trans-aconitate methyltransferase	83.2919
UniRef50_UPI00029A6038: trans-aconitate methyltransferase|unclassified	83.2919
UniRef50_UPI0003B6172A: RND transporter	83.2376
UniRef50_UPI0003B6172A: RND transporter|unclassified	83.2376
UniRef50_UPI00047C853A: acetyltransferase	83.1896
UniRef50_UPI00047C853A: acetyltransferase|unclassified	83.1896
UniRef50_X5JHM0	83.0814
UniRef50_X5JHM0|unclassified	83.0814
UniRef50_D1B602: Beta-lactamase domain protein	83.0599
UniRef50_D1B602: Beta-lactamase domain protein|unclassified	83.0599
UniRef50_L1LKX4	83.0444
UniRef50_L1LKX4|unclassified	83.0444
UniRef50_UPI0004704D57: secretion protein HylD	83.0436
UniRef50_UPI0004704D57: secretion protein HylD|unclassified	83.0436
UniRef50_UPI0002196890: Co/Zn/Cd cation transporter	82.8787
UniRef50_UPI0002196890: Co/Zn/Cd cation transporter|unclassified	82.8787
UniRef50_UPI0003B71D71: regulatory protein	82.5082
UniRef50_UPI0003B71D71: regulatory protein|unclassified	82.5082
UniRef50_UPI000370060F: hypothetical protein, partial	82.3973
UniRef50_UPI000370060F: hypothetical protein, partial|unclassified	82.3973
UniRef50_UPI0003B55629: transporter	82.3923
UniRef50_UPI0003B55629: transporter|unclassified	82.3923
UniRef50_C3AVE8: Transcriptional regulator, MerR	82.287
UniRef50_C3AVE8: Transcriptional regulator, MerR|unclassified	82.287
UniRef50_UPI000374BEE2: hypothetical protein	82.1392
UniRef50_UPI000374BEE2: hypothetical protein|unclassified	82.1392
UniRef50_B1BUK7: Transcriptional regulator	82.1371
UniRef50_B1BUK7: Transcriptional regulator|unclassified	82.1371
UniRef50_K1T4N6: Cation efflux system protein	81.9745
UniRef50_K1T4N6: Cation efflux system protein|unclassified	81.9745
UniRef50_U4QL59	81.8602
UniRef50_U4QL59|unclassified	81.8602
UniRef50_A0A011QLG8: Macrolide-specific efflux protein MacA	81.8492
UniRef50_A0A011QLG8: Macrolide-specific efflux protein MacA|unclassified	81.8492
UniRef50_UPI00046FB069: hypothetical protein	81.7822
UniRef50_UPI00046FB069: hypothetical protein|unclassified	81.7822
UniRef50_A0A011PVW4	81.7681
UniRef50_A0A011PVW4|unclassified	81.7681
UniRef50_UPI000288D42E: multidrug transporter	81.7366
UniRef50_UPI000288D42E: multidrug transporter|unclassified	81.7366
UniRef50_H1DA45	81.6338
UniRef50_H1DA45|unclassified	81.6338
UniRef50_UPI000468BE11: trans-aconitate methyltransferase	81.6311
UniRef50_UPI000468BE11: trans-aconitate methyltransferase|unclassified	81.6311
UniRef50_W1XJZ5	81.4982
UniRef50_W1XJZ5|unclassified	81.4982
UniRef50_UPI00037941AE: hypothetical protein	81.4408
UniRef50_UPI00037941AE: hypothetical protein|unclassified	81.4408
UniRef50_A6Q839	81.4083
UniRef50_A6Q839|unclassified	81.4083
UniRef50_UPI0004770F24: membrane protein	81.3967
UniRef50_UPI0004770F24: membrane protein|unclassified	81.3967
UniRef50_UPI00036E9644: hypothetical protein	81.3872
UniRef50_UPI00036E9644: hypothetical protein|unclassified	81.3872
UniRef50_UPI0002B4CEBB	81.3402
UniRef50_UPI0002B4CEBB|unclassified	81.3402
UniRef50_W4S8F4: FAD-dependent oxidoreductase	81.3344
UniRef50_W4S8F4: FAD-dependent oxidoreductase|unclassified	81.3344
UniRef50_B2UWV6: Efflux transporter, RND family, MFP subunit	81.2988
UniRef50_B2UWV6: Efflux transporter, RND family, MFP subunit|unclassified	81.2988
UniRef50_UPI00036F7A29: hypothetical protein	81.2929
UniRef50_UPI00036F7A29: hypothetical protein|unclassified	81.2929
UniRef50_T0GVV2	81.2217
UniRef50_T0GVV2|unclassified	81.2217
UniRef50_W4S2U7	81.2065
UniRef50_W4S2U7|unclassified	81.2065
UniRef50_UPI00016AFEDA: sensor histidine kinase IrlS, partial	81.116
UniRef50_UPI00016AFEDA: sensor histidine kinase IrlS, partial|unclassified	81.116
UniRef50_K8Z9M3	81.0345
UniRef50_K8Z9M3|unclassified	81.0345
UniRef50_Q089D4	81.0076
UniRef50_Q089D4|unclassified	81.0076
UniRef50_Q07WA0	80.9954
UniRef50_Q07WA0|unclassified	80.9954
UniRef50_UPI00035E6B92: transcriptional regulator	80.9348
UniRef50_UPI00035E6B92: transcriptional regulator|unclassified	80.9348
UniRef50_U2ZI94	80.7733
UniRef50_U2ZI94|unclassified	80.7733
UniRef50_B4SXR2: Cation efflux system protein CusA	80.6945
UniRef50_B4SXR2: Cation efflux system protein CusA|unclassified	80.6945
UniRef50_F7QR72	80.6514
UniRef50_F7QR72|unclassified	80.6514
UniRef50_K0VBI0: XRE family transcriptional regulator (Fragment)	80.3585
UniRef50_K0VBI0: XRE family transcriptional regulator (Fragment)|unclassified	80.3585
UniRef50_UPI000348E277: hypothetical protein	80.328
UniRef50_UPI000348E277: hypothetical protein|unclassified	80.328
UniRef50_UPI0003B316B3: membrane protein, partial	80.2435
UniRef50_UPI0003B316B3: membrane protein, partial|unclassified	80.2435
UniRef50_UPI000372B9FD: hypothetical protein	80.2261
UniRef50_UPI000372B9FD: hypothetical protein|unclassified	80.2261
UniRef50_H0JL87: MerR family transcriptional regulator	80.2098
UniRef50_H0JL87: MerR family transcriptional regulator|unclassified	80.2098
UniRef50_A5FNI9	80.1806
UniRef50_A5FNI9|unclassified	80.1806
UniRef50_X8DSK4: Putative membrane protein	79.9096
UniRef50_X8DSK4: Putative membrane protein|unclassified	79.9096
UniRef50_UPI00037F00C2: hypothetical protein	79.8671
UniRef50_UPI00037F00C2: hypothetical protein|unclassified	79.8671
UniRef50_UPI00037388EB: hypothetical protein	79.8303
UniRef50_UPI00037388EB: hypothetical protein|unclassified	79.8303
UniRef50_UPI0001CC079D: hypothetical protein, partial	79.7733
UniRef50_UPI0001CC079D: hypothetical protein, partial|unclassified	79.7733
UniRef50_A0A017H728: Beta-lactamase	79.6577
UniRef50_A0A017H728: Beta-lactamase|unclassified	79.6577
UniRef50_F3GMW4: Heavy metal efflux pump CzcA (Fragment)	79.4627
UniRef50_F3GMW4: Heavy metal efflux pump CzcA (Fragment)|unclassified	79.4627
UniRef50_A0M5J1	79.2725
UniRef50_A0M5J1|unclassified	79.2725
UniRef50_Q11UZ3: Possible component of copper transport system	79.1983
UniRef50_Q11UZ3: Possible component of copper transport system|unclassified	79.1983
UniRef50_UPI00036A2720: hypothetical protein	79.0531
UniRef50_UPI00036A2720: hypothetical protein|unclassified	79.0531
UniRef50_UPI000410B634: hypothetical protein	79.033
UniRef50_UPI000410B634: hypothetical protein|unclassified	79.033
UniRef50_A6TKV9: Efflux transporter, RND family, MFP subunit	79.0093
UniRef50_A6TKV9: Efflux transporter, RND family, MFP subunit|unclassified	79.0093
UniRef50_Q2W879: Membrane-fusion protein	78.875
UniRef50_Q2W879: Membrane-fusion protein|unclassified	78.875
UniRef50_Q12HR5: Secretion protein HlyD	78.7698
UniRef50_Q12HR5: Secretion protein HlyD|unclassified	78.7698
UniRef50_UPI00046FC3B1: multidrug DMT transporter permease	78.7342
UniRef50_UPI00046FC3B1: multidrug DMT transporter permease|unclassified	78.7342
UniRef50_UPI0003B36E4C: cation transporter	78.4303
UniRef50_UPI0003B36E4C: cation transporter|unclassified	78.4303
UniRef50_K1V848	78.4297
UniRef50_K1V848|unclassified	78.4297
UniRef50_UPI000372EEDE: hypothetical protein	78.2791
UniRef50_UPI000372EEDE: hypothetical protein|unclassified	78.2791
UniRef50_D1AMB1: Beta-lactamase domain protein	78.2477
UniRef50_D1AMB1: Beta-lactamase domain protein|unclassified	78.2477
UniRef50_UPI0001817326: membrane protein	78.2371
UniRef50_UPI0001817326: membrane protein|unclassified	78.2371
UniRef50_Q0VPS2: Heavy metal RND efflux membrane fusion protein,CzcB family	78.2086
UniRef50_Q0VPS2: Heavy metal RND efflux membrane fusion protein,CzcB family|unclassified	78.2086
UniRef50_R5RI80: Cation efflux system protein	78.2028
UniRef50_R5RI80: Cation efflux system protein|unclassified	78.2028
UniRef50_R1G5B7	78.1945
UniRef50_R1G5B7|unclassified	78.1945
UniRef50_C7RHH9: Beta-lactamase domain protein	78.0876
UniRef50_C7RHH9: Beta-lactamase domain protein|unclassified	78.0876
UniRef50_R7JHK4: Cation efflux system protein	78.0024
UniRef50_R7JHK4: Cation efflux system protein|unclassified	78.0024
UniRef50_J2L5V4	77.9322
UniRef50_J2L5V4|unclassified	77.9322
UniRef50_UPI0004685656: transcriptional regulator	77.7859
UniRef50_UPI0004685656: transcriptional regulator|unclassified	77.7859
UniRef50_UPI0003B6187E: hypothetical protein	77.3465
UniRef50_UPI0003B6187E: hypothetical protein|unclassified	77.3465
UniRef50_UPI000226076D: transcriptional regulator MerR, partial	77.2911
UniRef50_UPI000226076D: transcriptional regulator MerR, partial|unclassified	77.2911
UniRef50_UPI00036CB350: hypothetical protein	77.1963
UniRef50_UPI00036CB350: hypothetical protein|unclassified	77.1963
UniRef50_I2JIM2	77.1671
UniRef50_I2JIM2|unclassified	77.1671
UniRef50_UPI0003A39943: hypothetical protein	77.0995
UniRef50_UPI0003A39943: hypothetical protein|unclassified	77.0995
UniRef50_UPI00037F09C0: hypothetical protein	76.9582
UniRef50_UPI00037F09C0: hypothetical protein|unclassified	76.9582
UniRef50_Q139C0	76.9393
UniRef50_Q139C0|unclassified	76.9393
UniRef50_UPI000365184D: hypothetical protein	76.8934
UniRef50_UPI000365184D: hypothetical protein|unclassified	76.8934
UniRef50_R6FGB8	76.8062
UniRef50_R6FGB8|unclassified	76.8062
UniRef50_W0Z3E8: Cation efflux system protein	76.7767
UniRef50_W0Z3E8: Cation efflux system protein|unclassified	76.7767
UniRef50_A0A011MYY6: Trans-aconitate 2-methyltransferase	76.6876
UniRef50_A0A011MYY6: Trans-aconitate 2-methyltransferase|unclassified	76.6876
UniRef50_UPI000367D3DF: hypothetical protein	76.6791
UniRef50_UPI000367D3DF: hypothetical protein|unclassified	76.6791
UniRef50_V8GCG8	76.6284
UniRef50_V8GCG8|unclassified	76.6284
UniRef50_F3FW91: Secretion protein HlyD (Fragment)	76.578
UniRef50_F3FW91: Secretion protein HlyD (Fragment)|unclassified	76.578
UniRef50_UPI0004708EEF: XRE family transcriptional regulator	76.5132
UniRef50_UPI0004708EEF: XRE family transcriptional regulator|unclassified	76.5132
UniRef50_UPI0003FD232B: RND transporter	76.5056
UniRef50_UPI0003FD232B: RND transporter|unclassified	76.5056
UniRef50_K6KPC6: Putative efflux system protein	76.4302
UniRef50_K6KPC6: Putative efflux system protein|unclassified	76.4302
UniRef50_UPI000475680C: hypothetical protein	76.4248
UniRef50_UPI000475680C: hypothetical protein|unclassified	76.4248
UniRef50_UPI0004795B9F: nicotinamide mononucleotide transporter	76.3517
UniRef50_UPI0004795B9F: nicotinamide mononucleotide transporter|unclassified	76.3517
UniRef50_UPI0003F7629E: membrane protein	76.3446
UniRef50_UPI0003F7629E: membrane protein|unclassified	76.3446
UniRef50_T1AUQ2	76.3239
UniRef50_T1AUQ2|unclassified	76.3239
UniRef50_D5UB26: Beta-lactamase domain protein	76.1802
UniRef50_D5UB26: Beta-lactamase domain protein|unclassified	76.1802
UniRef50_UPI0003088F9E: hypothetical protein	76.1716
UniRef50_UPI0003088F9E: hypothetical protein|unclassified	76.1716
UniRef50_UPI000476F546: acriflavin resistance protein	76.1422
UniRef50_UPI000476F546: acriflavin resistance protein|unclassified	76.1422
UniRef50_UPI0003B321E8: PhoB family transcriptional regulator	76.094
UniRef50_UPI0003B321E8: PhoB family transcriptional regulator|unclassified	76.094
UniRef50_UPI0003A56D1D: RND transporter MFP subunit	75.9481
UniRef50_UPI0003A56D1D: RND transporter MFP subunit|unclassified	75.9481
UniRef50_UPI000248ED34: MerR family transcriptional regulator	75.9394
UniRef50_UPI000248ED34: MerR family transcriptional regulator|unclassified	75.9394
UniRef50_UPI0003B3FC87: secretion protein HlyD, partial	75.9316
UniRef50_UPI0003B3FC87: secretion protein HlyD, partial|unclassified	75.9316
UniRef50_W3Y4N1: Metallo-beta-lactamase domain protein	75.6933
UniRef50_W3Y4N1: Metallo-beta-lactamase domain protein|unclassified	75.6933
UniRef50_D3FCK9: Beta-lactamase domain protein	75.6669
UniRef50_D3FCK9: Beta-lactamase domain protein|unclassified	75.6669
UniRef50_UPI00036A2587: hypothetical protein	75.5229
UniRef50_UPI00036A2587: hypothetical protein|unclassified	75.5229
UniRef50_F0BNV3	75.5176
UniRef50_F0BNV3|unclassified	75.5176
UniRef50_UPI000379512D: hypothetical protein	75.3968
UniRef50_UPI000379512D: hypothetical protein|unclassified	75.3968
UniRef50_UPI0003B52212: transcriptional regulator	75.3609
UniRef50_UPI0003B52212: transcriptional regulator|unclassified	75.3609
UniRef50_UPI000381AAFC: hypothetical protein	75.1905
UniRef50_UPI000381AAFC: hypothetical protein|unclassified	75.1905
UniRef50_UPI0003728AF8: hypothetical protein	75.082
UniRef50_UPI0003728AF8: hypothetical protein|unclassified	75.082
UniRef50_UPI0000397F24: hypothetical protein, partial	75.0788
UniRef50_UPI0000397F24: hypothetical protein, partial|unclassified	75.0788
UniRef50_UPI0002062990: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	75.0505
UniRef50_UPI0002062990: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	75.0505
UniRef50_UPI000379F4E3: hypothetical protein	75.0458
UniRef50_UPI000379F4E3: hypothetical protein|unclassified	75.0458
UniRef50_UPI000470047B: hypothetical protein	75.0419
UniRef50_UPI000470047B: hypothetical protein|unclassified	75.0419
UniRef50_UPI0002193690: DMT family permease	75.0055
UniRef50_UPI0002193690: DMT family permease|unclassified	75.0055
UniRef50_UPI0004704A9D: permease	74.9883
UniRef50_UPI0004704A9D: permease|unclassified	74.9883
UniRef50_C3EXT2: Transcriptional regulator, MerR	74.8557
UniRef50_C3EXT2: Transcriptional regulator, MerR|unclassified	74.8557
UniRef50_UPI00036D5575: RND transporter	74.8553
UniRef50_UPI00036D5575: RND transporter|unclassified	74.8553
UniRef50_Q12Q31	74.7578
UniRef50_Q12Q31|unclassified	74.7578
UniRef50_UPI0003692D13: hypothetical protein	74.7275
UniRef50_UPI0003692D13: hypothetical protein|unclassified	74.7275
UniRef50_UPI00036923A4: hypothetical protein	74.6741
UniRef50_UPI00036923A4: hypothetical protein|unclassified	74.6741
UniRef50_J9GW93	74.65
UniRef50_J9GW93|unclassified	74.65
UniRef50_B0SC26: AcrA-related membrane protein	74.5904
UniRef50_B0SC26: AcrA-related membrane protein|unclassified	74.5904
UniRef50_K1U6N1: Metallo-beta-lactamase family protein	74.5072
UniRef50_K1U6N1: Metallo-beta-lactamase family protein|unclassified	74.5072
UniRef50_UPI0001D2F224: acriflavin resistance protein	74.4864
UniRef50_UPI0001D2F224: acriflavin resistance protein|unclassified	74.4864
UniRef50_A0LD29: Cation efflux system protein	74.3184
UniRef50_A0LD29: Cation efflux system protein|unclassified	74.3184
UniRef50_A0M122	74.2618
UniRef50_A0M122|unclassified	74.2618
UniRef50_Q01SG0: Efflux transporter, RND family, MFP subunit	74.1891
UniRef50_Q01SG0: Efflux transporter, RND family, MFP subunit|unclassified	74.1891
UniRef50_A8ZUX4: Beta-lactamase domain protein	74.1828
UniRef50_A8ZUX4: Beta-lactamase domain protein|unclassified	74.1828
UniRef50_UPI0003B369F3: alkaline phosphatase, partial	74.1583
UniRef50_UPI0003B369F3: alkaline phosphatase, partial|unclassified	74.1583
UniRef50_UPI00017445F1: Secretion protein HlyD	74.1439
UniRef50_UPI00017445F1: Secretion protein HlyD|unclassified	74.1439
UniRef50_B1TFD0	74.0971
UniRef50_B1TFD0|unclassified	74.0971
UniRef50_A0M0R7	74.0495
UniRef50_A0M0R7|unclassified	74.0495
UniRef50_C3BV52: Transcriptional regulator, MerR	74.0432
UniRef50_C3BV52: Transcriptional regulator, MerR|unclassified	74.0432
UniRef50_R7E477	74.0113
UniRef50_R7E477|unclassified	74.0113
UniRef50_UPI0003165BF6: hypothetical protein	73.9269
UniRef50_UPI0003165BF6: hypothetical protein|unclassified	73.9269
UniRef50_UPI00047DA4BF: hypothetical protein	73.6371
UniRef50_UPI00047DA4BF: hypothetical protein|unclassified	73.6371
UniRef50_UPI00047BBE47: metal ABC transporter ATPase	73.6318
UniRef50_UPI00047BBE47: metal ABC transporter ATPase|unclassified	73.6318
UniRef50_B7KG26: Beta-lactamase domain-containing protein	73.5112
UniRef50_B7KG26: Beta-lactamase domain-containing protein|unclassified	73.5112
UniRef50_F2G4K5: Secretion protein HlyD	73.4768
UniRef50_F2G4K5: Secretion protein HlyD|unclassified	73.4768
UniRef50_UPI00037041C8: hypothetical protein	73.4023
UniRef50_UPI00037041C8: hypothetical protein|unclassified	73.4023
UniRef50_UPI000369E608: hypothetical protein	73.3809
UniRef50_UPI000369E608: hypothetical protein|unclassified	73.3809
UniRef50_D2QVE0: RND family efflux transporter MFP subunit	73.1787
UniRef50_D2QVE0: RND family efflux transporter MFP subunit|unclassified	73.1787
UniRef50_UPI0003487457: hypothetical protein	73.1032
UniRef50_UPI0003487457: hypothetical protein|unclassified	73.1032
UniRef50_Q01RW5: Multidrug resistance efflux pump-like protein	73.0653
UniRef50_Q01RW5: Multidrug resistance efflux pump-like protein|unclassified	73.0653
UniRef50_A4A7T6: Membrane-fusion protein	73.0355
UniRef50_A4A7T6: Membrane-fusion protein|unclassified	73.0355
UniRef50_UPI000469755E: hypothetical protein	72.9826
UniRef50_UPI000469755E: hypothetical protein|unclassified	72.9826
UniRef50_A3U317	72.8746
UniRef50_A3U317|unclassified	72.8746
UniRef50_D8HP16: MerR family transcriptional regulator	72.8421
UniRef50_D8HP16: MerR family transcriptional regulator|unclassified	72.8421
UniRef50_UPI00047D5DA2: cation transporter	72.8409
UniRef50_UPI00047D5DA2: cation transporter|unclassified	72.8409
UniRef50_UPI0003B4A193: cation transporter	72.8397
UniRef50_UPI0003B4A193: cation transporter|unclassified	72.8397
UniRef50_UPI00047BC1D2: hypothetical protein	72.7248
UniRef50_UPI00047BC1D2: hypothetical protein|unclassified	72.7248
UniRef50_UPI00047B6B3E: transcriptional regulator	72.6761
UniRef50_UPI00047B6B3E: transcriptional regulator|unclassified	72.6761
UniRef50_UPI00040A6492: hypothetical protein	72.2686
UniRef50_UPI00040A6492: hypothetical protein|unclassified	72.2686
UniRef50_A0A009E076: Putative membrane protein	72.2653
UniRef50_A0A009E076: Putative membrane protein|unclassified	72.2653
UniRef50_UPI00046FA776: RND transporter MFP subunit	72.1844
UniRef50_UPI00046FA776: RND transporter MFP subunit|unclassified	72.1844
UniRef50_UPI0003B33146: membrane protein	72.1713
UniRef50_UPI0003B33146: membrane protein|unclassified	72.1713
UniRef50_UPI00047656E8: hypothetical protein, partial	72.1461
UniRef50_UPI00047656E8: hypothetical protein, partial|unclassified	72.1461
UniRef50_UPI00047620F0: hypothetical protein	72.1431
UniRef50_UPI00047620F0: hypothetical protein|unclassified	72.1431
UniRef50_UPI0004655E86: acriflavin resistance protein	72.0727
UniRef50_UPI0004655E86: acriflavin resistance protein|unclassified	72.0727
UniRef50_UPI000467C4EE: methyltransferase	72.0519
UniRef50_UPI000467C4EE: methyltransferase|unclassified	72.0519
UniRef50_UPI00016A3FFC: hypothetical protein, partial	71.9942
UniRef50_UPI00016A3FFC: hypothetical protein, partial|unclassified	71.9942
UniRef50_UPI00036C643F: hypothetical protein	71.9669
UniRef50_UPI00036C643F: hypothetical protein|unclassified	71.9669
UniRef50_UPI000473AFFF: hydroxyacylglutathione hydrolase, partial	71.8726
UniRef50_UPI000473AFFF: hydroxyacylglutathione hydrolase, partial|unclassified	71.8726
UniRef50_UPI00031BC186: hemolysin D	71.7955
UniRef50_UPI00031BC186: hemolysin D|unclassified	71.7955
UniRef50_B9TCY9: Nickel and cobalt resistance protein cnrB, putative (Fragment)	71.7089
UniRef50_B9TCY9: Nickel and cobalt resistance protein cnrB, putative (Fragment)|unclassified	71.7089
UniRef50_UPI0004774D44: MerR family transcriptional regulator	71.5273
UniRef50_UPI0004774D44: MerR family transcriptional regulator|unclassified	71.5273
UniRef50_UPI00039ED9CF: cytochrome C	71.4549
UniRef50_UPI00039ED9CF: cytochrome C|unclassified	71.4549
UniRef50_E1YKR6	71.3368
UniRef50_E1YKR6|unclassified	71.3368
UniRef50_E6W1Y5: Beta-lactamase domain protein	71.2987
UniRef50_E6W1Y5: Beta-lactamase domain protein|unclassified	71.2987
UniRef50_UPI0001B4186C: hypothetical protein, partial	71.2331
UniRef50_UPI0001B4186C: hypothetical protein, partial|unclassified	71.2331
UniRef50_UPI0002887747: nicotinamide mononucleotide transporter	71.1632
UniRef50_UPI0002887747: nicotinamide mononucleotide transporter|unclassified	71.1632
UniRef50_UPI00046803C1: hypothetical protein	71.0659
UniRef50_UPI00046803C1: hypothetical protein|unclassified	71.0659
UniRef50_UPI00046AB189: hypothetical protein	70.8652
UniRef50_UPI00046AB189: hypothetical protein|unclassified	70.8652
UniRef50_UPI0003F6EFFB: multidrug transporter	70.7887
UniRef50_UPI0003F6EFFB: multidrug transporter|unclassified	70.7887
UniRef50_UPI00047768C7: RND transporter	70.7596
UniRef50_UPI00047768C7: RND transporter|unclassified	70.7596
UniRef50_UPI000378E0D4: hypothetical protein	70.7278
UniRef50_UPI000378E0D4: hypothetical protein|unclassified	70.7278
UniRef50_UPI0004640F6A: MerR family transcriptional regulator	70.6804
UniRef50_UPI0004640F6A: MerR family transcriptional regulator|unclassified	70.6804
UniRef50_UPI00047B78FB: MerR family transcriptional regulator	70.6755
UniRef50_UPI00047B78FB: MerR family transcriptional regulator|unclassified	70.6755
UniRef50_UPI00047D504D: hypothetical protein	70.6579
UniRef50_UPI00047D504D: hypothetical protein|unclassified	70.6579
UniRef50_H5VCM4: Probable Co/Zn/Cd efflux system membrane fusion protein	70.5993
UniRef50_H5VCM4: Probable Co/Zn/Cd efflux system membrane fusion protein|unclassified	70.5993
UniRef50_UPI00047D753E: hypothetical protein	70.5947
UniRef50_UPI00047D753E: hypothetical protein|unclassified	70.5947
UniRef50_A3ZNS0: Probable multidrug efflux pump	70.5672
UniRef50_A3ZNS0: Probable multidrug efflux pump|unclassified	70.5672
UniRef50_UPI0004672139: hypothetical protein	70.5516
UniRef50_UPI0004672139: hypothetical protein|unclassified	70.5516
UniRef50_UPI0002E92445: hypothetical protein	70.3901
UniRef50_UPI0002E92445: hypothetical protein|unclassified	70.3901
UniRef50_UPI000416B954: hypothetical protein	70.2166
UniRef50_UPI000416B954: hypothetical protein|unclassified	70.2166
UniRef50_UPI00047D437A: MerR family transcriptional regulator	70.1867
UniRef50_UPI00047D437A: MerR family transcriptional regulator|unclassified	70.1867
UniRef50_UPI00045E88CA: MerR family transcriptional regulator	70.1846
UniRef50_UPI00045E88CA: MerR family transcriptional regulator|unclassified	70.1846
UniRef50_UPI00016C4DDE: hypothetical protein	70.1538
UniRef50_UPI00016C4DDE: hypothetical protein|unclassified	70.1538
UniRef50_UPI0004264DD9: RND transporter	70.1447
UniRef50_UPI0004264DD9: RND transporter|unclassified	70.1447
UniRef50_UPI0003B3E9C8: membrane protein, partial	70.1091
UniRef50_UPI0003B3E9C8: membrane protein, partial|unclassified	70.1091
UniRef50_C9TJ42: Efflux transporter	70.0825
UniRef50_C9TJ42: Efflux transporter|unclassified	70.0825
UniRef50_UPI000470DA4A: hypothetical protein	70.0278
UniRef50_UPI000470DA4A: hypothetical protein|unclassified	70.0278
UniRef50_UPI0003B5540B: cation diffusion facilitator family transporter, partial	69.9875
UniRef50_UPI0003B5540B: cation diffusion facilitator family transporter, partial|unclassified	69.9875
UniRef50_UPI00036F835B: hypothetical protein, partial	69.953
UniRef50_UPI00036F835B: hypothetical protein, partial|unclassified	69.953
UniRef50_A6Q838: Heavy metal efflux pump, CzcB family	69.9181
UniRef50_A6Q838: Heavy metal efflux pump, CzcB family|unclassified	69.9181
UniRef50_C5TCZ9: Efflux transporter, RND family, MFP subunit (Fragment)	69.8136
UniRef50_C5TCZ9: Efflux transporter, RND family, MFP subunit (Fragment)|unclassified	69.8136
UniRef50_UPI000476640F: transporter	69.7712
UniRef50_UPI000476640F: transporter|unclassified	69.7712
UniRef50_UPI0004719EAD: ATPase	69.7693
UniRef50_UPI0004719EAD: ATPase|unclassified	69.7693
UniRef50_B5JUH0: Heavy metal RND efflux membrane fusion protein,CzcB family	69.7137
UniRef50_B5JUH0: Heavy metal RND efflux membrane fusion protein,CzcB family|unclassified	69.7137
UniRef50_UPI0003613DC3: hypothetical protein	69.6486
UniRef50_UPI0003613DC3: hypothetical protein|unclassified	69.6486
UniRef50_UPI000288F5DA: DMT family permease	69.5537
UniRef50_UPI000288F5DA: DMT family permease|unclassified	69.5537
UniRef50_UPI00037F886D: hypothetical protein, partial	69.5386
UniRef50_UPI00037F886D: hypothetical protein, partial|unclassified	69.5386
UniRef50_UPI000287F7C3: multidrug transporter	69.5271
UniRef50_UPI000287F7C3: multidrug transporter|unclassified	69.5271
UniRef50_UPI00039FBE00: hypothetical protein	69.44
UniRef50_UPI00039FBE00: hypothetical protein|unclassified	69.44
UniRef50_A7HYJ1: Efflux transporter, RND family, MFP subunit	69.3246
UniRef50_A7HYJ1: Efflux transporter, RND family, MFP subunit|unclassified	69.3246
UniRef50_UPI000262CFEB: ABC transporter membrane spanning protein	69.144
UniRef50_UPI000262CFEB: ABC transporter membrane spanning protein|unclassified	69.144
UniRef50_C0BE33	69.1422
UniRef50_C0BE33|unclassified	69.1422
UniRef50_UPI00046CEAB0: hypothetical protein	69.0696
UniRef50_UPI00046CEAB0: hypothetical protein|unclassified	69.0696
UniRef50_B8FS58: RND family efflux transporter MFP subunit	69.0676
UniRef50_B8FS58: RND family efflux transporter MFP subunit|unclassified	69.0676
UniRef50_B8FJH7: Beta-lactamase domain protein	69.0417
UniRef50_B8FJH7: Beta-lactamase domain protein|unclassified	69.0417
UniRef50_UPI00047543E8: hypothetical protein	68.9962
UniRef50_UPI00047543E8: hypothetical protein|unclassified	68.9962
UniRef50_UPI0004750459: hypothetical protein, partial	68.9352
UniRef50_UPI0004750459: hypothetical protein, partial|unclassified	68.9352
UniRef50_UPI0004646E5A: ABC transporter permease	68.8435
UniRef50_UPI0004646E5A: ABC transporter permease|unclassified	68.8435
UniRef50_UPI0003696BB6: hypothetical protein	68.8211
UniRef50_UPI0003696BB6: hypothetical protein|unclassified	68.8211
UniRef50_UPI0004729C55: hypothetical protein	68.6535
